menu_1164|Dummy first line
mno_id_1853|帝 国 
mno_id_1854|矮 人 
mno_id_1855|高 精 灵 
mno_id_1856|木 精 灵 
mno_id_1857|海 盗。
mno_id_1858|混 沌 未 分。
mno_id_1859|古 墓 王 
mno_id_1860|蜥 蜴 人 
mno_id_1861|森 林 地 精 
mno_id_1862|暗 夜 地 精 
mno_id_1863|阿 拉 比 
mno_id_1864|兽 人。
mno_id_1865|巴 托 尼 亚 
mno_id_1866|暗 精 灵 
mno_id_1867|第 2页
menu_id_401|哪 个 派 系？
mno_id_1869|斯 卡 文 魔 鼠 
mno_id_1870|基 斯 里 夫 
mno_id_1871|野 兽 人 
mno_id_1872|尼 朋 
mno_id_1873|半 身 人。
mno_id_1874|吸 血 鬼 
mno_id_1876|混 沌 恐 虐。
mno_id_1877|混 沌 色 孽。
mno_id_1878|纳 垢 
mno_id_1879|混 沌 奸 奇
mno_id_1880|混 沌 矮 人
mno_id_1881|北 方 帝 国 
mno_id_1882|南 方 帝 国
mno_id_1883|亡 灵 海 盗
menu_id_402|你 的 士 兵（以 及 玩 家 派 系 文 化，如 适 用）已 经 更 改。
menu_id_403|你 的 宗 教 领 袖 号 召 信 众 奉 上 贡 品，以 建 造 一 尊 新 神 像。你 要 响 应 号 召 吗？
mno_id_1886|捐 出 250金 币，资 助 神 像 的 建 造
mno_id_1887|打 发 信 使 离 开，不 做 任 何 指 示。
menu_id_404|一 个 鬼 鬼 祟 祟 的 半 身 人 朝 你 的 队 伍 扔 来 一 枚 燃 烧 弹，随 即 撒 腿 就 跑。烈 火 熊 熊 燃 起，炽 热 得 足 以 熔 化 众 人 携 带 的 金 币。
mno_id_1888|你 拼 命 抢 救 金 币，但 仍 有 许 多 被 烧 熔 得 不 成 样 子
mno_id_1889|你 抢 救 下 金 币，随 即 追 赶 那 个 半 身 人，并 在 他 逃 脱 前 将 其 抓 住。还 没 等 你 发 落，他 便 乖 乖 交 出 了 自 己 的 金 币
mno_id_1890|幸 好 你 的 金 币 安 然 无 恙。你 追 赶 那 个 半 身 人，但 他 在 被 抓 住 前 逃 进 了 荒 野
menu_id_405|你 偶 然 发 现 一 座 供 奉 你 所 信 奉 神 祇 的 神 龛。你 可 以 捐 献 金 币，并 在 此 祈 祷。
mno_id_1891|捐 出 300金 币 并 祈 祷 
mno_id_1892|不 予 理 会，径 直 走 过。
menu_id_406|在 一 处 十 字 路 口，一 名 陌 生 人 引 起 了 你 的 注 意。他 说 听 说 过 你，并 希 望 加 入 你 的 队 伍。
mno_id_1893|他 是 一 名 来 自 尼 朋、全 副 武 装 的 年 轻 武 士。你 欢 迎 他 加 入 队 伍
mno_id_1894|她 是 一 名 骑 乘 冷 蜥 的 巫 婆。你 欢 迎 她 加 入 队 伍
mno_id_1895|他 是 一 名 白 须 苍 苍 的 老 矮 人。你 欢 迎 他 加 入 队 伍
mno_id_1896|他 是 一 头 体 型 庞 大 的 巨 魔，看 起 来 远 比 普 通 巨 魔 聪 明。你 欢 迎 他 加 入 队 伍
mno_id_1897|他 是 一 头 身 披 重 甲 的 巨 型 猩 猩。你 欢 迎 他 加 入 队 伍
mno_id_1899|他 是 一 名 沃 兰 斯 的 复 仇 者。你 欢 迎 他 加 入 队 伍
mno_id_1900|他 是 一 名 于 斯 罗 熊 人。你 欢 迎 他 加 入 队 伍
mno_id_1901|你 让 陌 生 人 继 续 赶 路，别 再 来 打 扰
menu_id_407|你 的 队 伍 遭 遇 了 龙 卷 风。狂 暴 的 风 势 仿 佛 要 将 你 们 的 行 囊 与 物 资 尽 数 卷 走。
mno_id_1902|你 保 住 了 物 品，但 损 失 了 一 些 金 币。
mno_id_1904|你 拼 命 抓 住 随 身 物 品，但 仍 有 一 件 东 西 被 可 怕 的 狂 风 生 生 扯 走
mno_id_1905|凭 借 对 天 空 魔 法 的 掌 控，你 平 息 了 风 暴，保 住 了 所 有 财 物
menu_id_408|你 穿 过 一 片 遭 瘟 疫 蹂 躏 的 土 地。
mno_id_1906|你 自 己 已 在 与 瘟 疫 抗 争，眼 前 那 些 痛 苦 垂 死 的 人 令 你 的 身 体 更 加 虚 弱
mno_id_1907|不 过，你 对 瘟 疫 免 疫，无 须 为 此 担 忧
mno_id_1908|你 以 最 快 的 速 度 穿 过 此 地，幸 运 地 没 有 染 上 疾 病
mno_id_1909|你 匆 匆 穿 过 此 地，却 仍 未 能 逃 过 感 染。你 染 上 了 瘟 疫
menu_id_409|你 看 到 一 群 野 兽 人 正 在 追 赶 一 名 矮 人 商 人。你 无 法 看 清 野 兽 人 究 竟 有 多 少；若 想 救 他，就 必 须 立 即 行 动。
mno_id_1910|向 野 兽 人 发 起 冲 锋
mno_id_1911|让 商 人 自 生 自 灭。
menu_id_410|你 遇 到 一 名 女 巫。她 展 示 了 一 小 瓶 粉 红 色 药 水，声 称 喝 下 后 会 让 你 变 得 极 其 强 大。她 只 收 300枚 金 币，但 要 求 你 当 场 饮 用。
mno_id_1912|给 她 金 币，喝 下 药 水。
mno_id_1913|拒 绝 她 的 提 议，让 她 离 开。
menu_id_411|你 来 到 一 片 饱 受 饥 荒 与 旱 灾 蹂 躏 的 土 地。农 民 虽 已 竭 尽 所 能，今 年 的 收 成 仍 是 有 史 以 来 最 糟。放 眼 所 见，尽 是 苦 难。
mno_id_1914|拿 出 500金 币，帮 助 他 们 渡 过 难 关 
mno_id_1915|拿 出 250金 币，这 样 每 个 人 都 能 吃 上 一 两 顿 饭 
mno_id_1916|拿 出 100金 币，确 保 小 孩 和 病 人 都 能 吃 饱 饭 
mno_id_1917|给 他 们 一 些 食 物，这 样 一 家 人 就 可 以 做 饭 了 
mno_id_1918|视 而 不 见，继 续 你 的 旅 程 
menu_id_412|你 来 到 传 说 中 的 梦 境 之 池。据 说，意 志 坚 定 之 人 凝 视 池 水，便 能 瞥 见 自 己 的 未 来。你 要 看 看 吗？
mno_id_1919|望 向 池 中。
mno_id_1922|这 次 不 看。
menu_id_413|你 长 久 凝 视 着 清 澈 如 晶 的 池 水，却 始 终 只 看 到 自 己 的 倒 影。最 终，你 失 望 地 转 身 离 去。
menu_id_414|你 仿 佛 看 见 自 己 正 在 成 就 一 番 伟 业。曾 经 认 为 自 己 能 做 到 的 一 切，如 今 都 触 手 可 及。这 让 你 充 满 新 的 自 信，坚 信 自 己 无 往 不 利。
mno_id_1924|魅 力 +1
menu_id_415|你 刚 刚 望 入 池 中，影 像 便 在 眼 前 逐 渐 成 形。你 看 见 自 己 统 领 着 一 个 强 盛 无 匹 的 国 度，令 一 切 胆 敢 与 之 为 敌 者 心 生 恐 惧。
mno_id_1925|统 治 权 +10。
menu_id_416|你 们 行 经 一 连 串 空 旷 的 山 丘 时，天 色 迅 速 恶 化。突 然，一 场 雷 暴 在 众 人 头 顶 炸 响。为 免 遭 雷 火 灼 伤，或 让 铠 甲 与 衣 物 被 毁，所 有 人 都 加 快 脚 步 寻 找 掩 护。
mno_id_1926|你 冲 向 一 处 岩 层，希 望 在 闪 电 击 中 你 之 前 躲 开。
menu_id_417|一 道 闪 电 擦 过 你 的 脸 颊，灼 热 之 气 扑 面 而 来。近 旁 不 断 传 来 士 兵 中 雷 的 惨 叫，队 伍 很 快 陷 入 慌 乱。你 奋 力 一 跃，扑 到 岩 石 后 方，蜷 缩 身 体 躲 避 雷 击。
mno_id_1929|当 你 毫 发 无 伤 地 出 现 时，你 欣 慰 地 看 到 你 的 部 队 虽 有 些 狼 狈，但 无 人 受 重 伤。
menu_id_418|一 道 闪 电 擦 过 你 的 脸 颊，灼 热 之 气 扑 面 而 来。近 旁 不 断 传 来 士 兵 中 雷 的 惨 叫，队 伍 很 快 陷 入 慌 乱。你 正 要 扑 向 岩 石 后 方，一 道 闪 电 却 击 中 了 你 的 肩 膀，将 你 抛 出 约 6米。剧 痛 令 你 至 少 3分 钟 无 法 动 弹。
mno_id_1930|你 恢 复 了 力 气，站 起 来 查 看 自 己 装 备 的 状 况。
menu_id_419|你 来 到 一 处 遭 突 发 风 暴 与 龙 卷 风 严 重 摧 毁 的 小 聚 落。居 民 请 求 你 帮 忙 修 缮 房 屋。此 事 会 耽 搁 一 些 时 间，但 他 们 愿 意 付 给 你 金 币 作 为 酬 劳。你 要 帮 助 他 们 吗？
mno_id_1931|命 令 队 伍 停 下，帮 助 居 民 修 缮 家 园
mno_id_1932|告 诉 他 们 你 没 有 时 间 
menu_id_420|伏 击！一 大 群 森 林 地 精 突 然 从 四 面 八 方 扑 向 你 的 队 伍。立 即 拿 起 武 器！
mno_id_1933|迎 战 袭 击 者
menu_id_421|你 们 沿 山 脚 行 军 时，一 场 浅 层 地 震 突 然 袭 来，大 地 在 脚 下 剧 烈 摇 晃。你 刚 刚 失 去 平 衡，便 听 见 山 体 崩 裂 的 巨 响；大 片 土 石 以 惊 人 的 速 度 朝 队 伍 倾 泻 而 下。泥 土 与 碎 石 掩 埋 了 许 多 士 兵，所 幸 其 余 人 反 应 迅 速，才 未 酿 成 更 大 灾 难。即 便 如 此，你 仍 有 大 批 伤 员 需 要 照 料。
menu_id_422|这 是 阳 光 灿 烂 的 一 天。天 气 好 得 出 奇，一 支 巡 回 艺 团 来 到 营 地，为 你 的 军 队 带 来 数 小 时 的 欢 笑 与 消 遣。^最 后，你 发 表 了 一 番 振 奋 人 心 的 演 说，又 举 办 了 盛 大 宴 会。众 人 精 神 高 昂，准 备 踏 上 接 下 来 的 旅 程。
menu_id_423|毫 无 征 兆，一 场 反 常 风 暴 遮 黑 了 天 空，狂 风 与 暴 雨 随 之 倾 泻。行 军 和 视 野 都 变 得 极 为 困 难，但 你 的 军 队 纪 律 严 明，仍 在 恶 劣 天 候 中 保 持 着 不 错 的 速 度。风 暴 平 息 后，你 才 发 现 所 有 食 物 不 是 被 风 卷 走，就 是 已 彻 底 毁 坏。
menu_id_424|你 们 行 经 一 段 挤 满 旅 人 与 冒 险 队 伍 的 道 路。沿 途 商 贩 和 工 匠 纷 纷 上 前 向 你 与 士 兵 兜 售 商 品，但 没 有 一 件 能 打 动 你。就 在 众 人 分 心 之 际，一 个 半 身 人 悄 悄 把 手 伸 进 你 的 口 袋，偷 走 了 一 些 金 币。等 他 钻 进 高 草 逃 之 夭 夭 时，你 只 来 得 及 听 见 一 阵 得 意 的 窃 笑。
menu_id_425|你 来 到 一 处 偏 僻 的 小 型 前 哨，发 现 那 里 有 家 极 不 寻 常 的 店 铺。石 砌 建 筑 嵌 在 小 悬 崖 底 部，门 外 招 牌 写 着：“蒸 汽 浴，100金 币。”你 曾 听 说 过 这 种 地 方，据 说 体 验 极 佳，只 是 不 知 道 自 己 是 否 抽 得 出 时 间。
mno_id_1938|命 令 队 伍 停 下，进 去 好 好 休 息 一 番
mno_id_1939|继 续 你 的 旅 程 
menu_id_426|你 享 受 了 此 生 从 未 有 过 的 周 到 服 侍，欣 然 接 受 了 店 家 提 供 的 一 切 额 外 项 目，在 近 乎 极 乐 的 享 受 中 度 过 了 90分 钟。
mno_id_1940|这 是 一 次 难 忘 的 经 历，对 你 产 生 了 持 久 的 影 响。你 肯 定 会 再 来 的。
mno_id_1941|这 番 享 受 令 你 神 清 气 爽。你 兴 致 高 昂 地 离 开，感 觉 已 准 备 好 面 对 任 何 挑 战
menu_id_427|你 收 到 消 息：麾 下 一 名 {s2} 因 谋 杀 罪 遭 到 通 缉，必 须 立 即 出 庭 受 审。若 你 马 上 将 此 人 交 给 死 者 家 属 派 来 的 武 装 卫 兵，对 方 愿 意 给 予 补 偿。
mno_id_1942|同 意 立 即 交 出 {s2}
mno_id_1943|拒 绝 交 出 {s2}。只 要 仍 在 你 麾 下，任 何 士 兵 都 将 得 到 你 的 庇 护
menu_id_428|你 仔 细 查 看 文 书，确 认 这 的 确 是 一 份 正 式 传 召。你 将 那 名 士 兵 交 给 卫 兵，此 举 令 军 中 众 人 大 为 不 满。
menu_id_429|卫 兵 似 乎 一 度 想 要 动 手，但 权 衡 再 三 后 还 是 阴 沉 着 脸 退 去。你 的 士 兵 爆 发 出 欢 呼，显 然 对 你 的 决 断 颇 为 敬 佩。
menu_id_430|你 突 然 闯 入 一 场 地 精 与 海 盗 之 间 的 混 战。你 的 士 兵 很 快 赶 走 了 所 有 靠 得 太 近 的 交 战 者，但 在 此 之 前，一 枚 飞 镖 已 扎 进 你 的 脖 颈，你 当 场 倒 地。
menu_id_431|数 小 时 后，你 终 于 醒 来，费 了 好 大 力 气 才 踉 跄 起 身。你 意 识 到 自 己 中 了 麻 药，不 禁 咒 骂 那 个 下 手 的 地 精。士 兵 告 诉 你，那 家 伙 已 和 许 多 其 他 人 一 同 死 在 混 战 中。
menu_id_432|你 的 士 兵 请 求 由 你 出 钱，让 全 军 享 受 几 个 小 时 的 狂 欢 与 娱 乐，声 称 此 举 有 助 于 提 振 士 气。这 场 庆 典 将 花 费 400金 币。
mno_id_1948|我 的 军 队 理 应 得 到 犒 赏，这 也 能 振 奋 士 气。把 金 币 交 给 他 们
menu_id_433|一 名 男 子 专 程 找 到 你，神 情 绝 望 地 恳 求 援 助。你 要 听 听 他 有 何 难 处 吗？
mno_id_1950|与 这 个 男 人 交 谈。
mno_id_1952|告 诉 他 你 没 有 时 间 处 理 他 的 麻 烦 
menu_id_434|你 发 现 一 具 遭 到 肢 解、浑 身 流 脓 的 尸 体。此 人 显 然 并 非 自 然 死 亡，看 来 也 不 像 是 战 死。正 当 你 准 备 离 开 时，忽 然 瞥 见 尸 体 手 中 闪 过 一 点 钻 石 的 微 光。若 想 拿 到 那 颗 钻 石，你 就 必 须 亲 手 碰 触 尸 体。你 要 怎 么 做？
mno_id_1953|俯 身 查 看 尸 体 手 中 究 竟 握 着 什 么
mno_id_1954|离 开 尸 体 并 继 续 你 的 旅 程 
menu_id_435|你 在 光 滑 的 岩 石 上 滑 倒 了，伤 了 脚 和 膝 盖。伤 势 需 要 一 段 时 间 才 能 痊 愈。
menu_id_436|你 遇 到 一 名 药 水 商 人—— 这 类 商 贩 在 旧 世 界 十 分 罕 见。你 要 与 他 交 易 吗？
mno_id_1956|同 商 人 交 易 
menu_id_437|队 伍 停 下 用 餐 时，你 发 现 一 只 上 着 沉 重 锁 具 的 宝 箱。你 要 强 行 打 开 它 吗？
mno_id_1958|打 开 箱 子 
menu_id_438|费 了 好 一 番 力 气，你 终 于 破 开 宝 箱，箱 盖 猛 地 弹 起……
mno_id_1960|你 难 掩 震 惊：一 串 真 正 的 珍 珠 项 链 正 包 在 精 美 布 料 之 中
mno_id_1961|你 在 一 堆 金 子 中 发 现 了 一 些 有 趣 的 东 西。
mno_id_1962|箱 子 刚 一 打 开，绿 色 毒 气 便 喷 涌 而 出，将 你 团 团 包 围。你 被 毒 雾 呛 得 无 法 呼 吸。箱 中 空 无 一 物，而 你 已 倒 在 地 上，眼 中 不 断 渗 出 黏 液
menu_id_439|你 们 摸 黑 前 行 时，一 道 身 影 突 然 出 现 在 山 脚 的 一 处 壁 龛 旁。她 不 住 招 手，似 乎 在 对 你 说 话，可 你 完 全 听 不 清 她 的 声 音。你 要 跟 上 去 吗？
mno_id_1963|跟 随 她 走 进 壁 龛
menu_id_440|你 回 头 一 看，惊 讶 地 发 现 没 有 一 名 士 兵 愿 意 跟 来。你 稍 作 迟 疑，仍 壮 起 胆 子 走 进 壁 龛，跟 在 那 幽 灵 身 后 数 步。此 时 你 才 看 清，她 是 一 名 中 年 女 子。
mno_id_1965|你 刚 踏 入 壁 龛，她 便 直 视 你 的 双 眼，随 后 指 向 一 旁 的 金 币 袋。她 微 微 点 头，转 眼 消 失 在 夜 色 中。你 无 从 知 道 她 为 何 选 中 你，但 还 是 收 下 了 这 份 礼 物
mno_id_1966|你 刚 踏 进 去，便 绊 动 了 一 根 陷 阱 线，一 枚 飞 镖 随 即 扎 进 腿 部。你 立 刻 感 到 毒 液 在 体 内 扩 散。伴 随 一 声 凄 厉 惨 叫，你 僵 直 地 倒 在 地 上
menu_id_441|你 经 过 一 支 押 送 阿 拉 比 囚 犯 的 小 型 队 伍 时，后 排 几 个 男 人 朝 你 大 声 呼 救，声 称 只 要 你 放 他 们 自 由，便 愿 奉 上 金 币。守 卫 很 快 让 他 们 闭 了 嘴，但 你 注 意 到 这 支 押 送 队 防 备 松 懈；若 有 心 动 手，你 的 人 很 快 就 能 解 决 他 们。你 要 怎 么 做？
mno_id_1968|杀 死 守 卫，救 出 那 些 人。
mno_id_1969|无 视 他 们，继 续 你 的 旅 程 
menu_id_442|你 的 士 兵 很 快 制 服 守 卫，解 开 了 囚 犯 的 镣 铐。获 救 者 声 称 自 己 都 是 无 辜 被 捕 的 商 人。他 们 在 货 舱 中 找 回 财 物，并 将 所 有 金 币 赠 给 你 作 为 报 答。
menu_id_443|你 正 要 过 桥，一 名 身 披 黑 斗 篷 的 矮 人 迎 面 走 来，声 称 这 片 土 地 归 他 所 有，过 路 必 须 缴 纳 500金 币。你 的 士 兵 哄 笑 起 来，矮 人 却 警 告 说，动 武 只 会 给 你 带 来 痛 苦，乖 乖 付 钱 才 是 明 智 之 举。你 要 怎 么 做？
mno_id_1971|受 够 了 这 个 傻 瓜。杀 了 他！
mno_id_1972|我 没 空 陪 你 胡 闹。拿 去 这 500金 币
menu_id_444|你 原 以 为 会 遭 到 伏 击，或 有 什 么 邪 恶 法 术 降 临；可 那 矮 人 终 究 只 是 迅 速 倒 在 你 士 兵 的 冰 冷 刀 锋 下。临 死 前，他 用 自 己 的 方 言 对 你 发 出 了 诅 咒……
mno_id_1973|诅 咒 没 有 生 效。
mno_id_1974|永 久 失 去 1点 强 击。
mno_id_1975|永 久 失 去 1点 铁 骨 
mno_id_1976|永 久 失 去 2点 力 量 
menu_id_445|一 名 不 过 8岁 的 年 幼 精 灵 女 孩 哭 喊 着 朝 你 奔 来：“纳 垢 夺 走 了 我，救 救 我！”她 的 脸 与 双 臂 显 然 已 被 某 种 可 怕 疾 病 侵 蚀。她 惊 恐 万 分，泪 水 沿 脸 颊 不 断 滑 落，正 径 直 冲 向 你。你 要 怎 么 做？
mno_id_1977|让 她 倒 进 你 的 怀 中
mno_id_1978|命 一 名 士 兵 在 她 靠 近 你 前 将 她 击 倒
menu_id_446|你 在 道 路 旁 发 现 一 大 堆 陈 旧 骸 骨。一 名 当 地 人 指 出，这 堆 骨 头 里 竟 同 时 混 有 人 类、动 物 与 地 精 的 遗 骸，实 在 古 怪。你 要 继 续 调 查 吗？
mno_id_1979|调 查 那 堆 枯 骨 
mno_id_1980|让 死 者 安 息，继 续 前 进。
menu_id_447|你 开 始 搬 开 外 围 骨 头，却 发 现 内 部 由 各 种 形 状 与 大 小 的 骨 骼 交 错 成 一 张 巨 网。骨 堆 中 露 出 一 个 足 以 伸 手 探 入 的 空 洞，于 是 你 把 手 伸 了 进 去……
mno_id_1981|你 摸 到 一 些 金 币，还 有 一 件 意 料 之 外 的 物 品
mno_id_1982|你 摸 到 了 一 些 金 币
mno_id_1983|忽 然，那 堆 骨 头 就 在 你 眼 前 消 失，没 留 下 任 何 可 见 或 可 触 的 痕 迹。原 来 一 切 都 只 是 幻 象
mno_id_1984|陷 阱！一 道 闪 电 从 天 而 降，正 中 你 两 片 肩 胛 骨 之 间
menu_id_448|麾 下 一 名 士 兵 请 求 离 开 军 队，以 处 理 一 桩 私 事。对 方 愿 奉 上 750金 币 作 为 补 偿。
mno_id_1985|告 诉 {s1}，他 可 以 带 着 你 的 祝 福 自 由 离 去
mno_id_1986|告 诉 {s1}，他 可 以 带 着 你 的 祝 福 自 由 离 去（同 伴 日 后 会 归 队）
mno_id_1987|拒 绝 {s1} 的 请 求。他 对 你 的 事 业 至 关 重 要
menu_id_449|风 势 越 来 越 猛，队 伍 中 的 人 很 难 抓 牢 随 身 物 品。你 努 力 护 住 自 己 的 行 囊，但 仍 有 一 些 金 币 从 口 袋 里 被 吹 了 出 去。
mno_id_1988|失 去 {reg1}金 币。
menu_id_450|独 自 散 步 时，你 注 意 到 当 地 一 栋 房 屋 外 墙 上 刻 着 几 枚 兽 人 符 文。
mno_id_1989|身 为 兽 人，你 看 得 懂 这 些 符 文：它 们 指 向 附 近 一 处 藏 宝 地。你 立 即 前 去 查 看
mno_id_1990|你 不 太 懂 兽 人 语，但 勉 强 辨 出 这 些 符 文 指 向 附 近 一 处 藏 宝 地。你 立 即 前 去 查 看
mno_id_1991|然 而 你 无 法 解 读 它 们 
menu_id_451|你 偶 遇 一 位 少 年 时 的 老 友。多 年 不 见，他 已 成 为 一 名 伟 大 战 士，并 饶 有 兴 致 地 听 你 讲 述 迄 今 为 止 的 旅 程，以 及 未 来 的 抱 负。他 随 队 同 行 了 一 段 时 日，借 此 指 点 你 的 战 斗 训 练 与 武 器 技 巧。
mno_id_1992|武 器 掌 握 +1。
menu_id_452|你 们 经 过 一 支 被 遗 弃 的 小 型 商 队。看 来 它 曾 偏 离 道 路，猛 烈 撞 上 几 块 巨 岩。现 场 不 见 活 人，车 上 大 部 分 货 物 也 已 被 洗 劫；不 过，你 仍 在 一 只 小 箱 子 里 找 到 了 些 食 物，便 拿 来 与 士 兵 分 享。
mno_id_1993|继 续 你 的 旅 程。
menu_id_453|一 大 群 远 道 杀 戮 者 向 你 索 要 1000金 币，否 则 便 要 将 你 们 尽 数 毁 灭。你 要 付 钱，还 是 开 战？
mno_id_1994|向 朗 德 龙 屠 夫 发 起 冲 锋
mno_id_1995|向 他 们 的 队 长 支 付 1000金 币
mno_id_1996|你 没 有 1000金 币。给 他 们 你 所 拥 有 的，看 看 他 们 是 否 会 接 受 
menu_id_454|你 发 现 一 支 破 损 商 队 的 残 骸，看 来 可 用 之 物 早 已 被 路 人 搜 刮 一 空。仔 细 检 查 后，你 却 在 车 轮 旁 找 到 一 处 暗 格，里 面 藏 着 一 袋 金 币。
menu_id_455|你 来 到 一 汪 晶 莹 清 澈、受 魔 法 之 风 眷 顾 的 池 水 旁。五 彩 法 力 在 水 面 与 岸 边 芦 苇 之 间 流 转 跃 动，闪 烁 不 息。
mno_id_1998|将 自 己 浸 入 池 水
mno_id_1999|经 过 水 池，继 续 前 行。
menu_id_456|你 让 你 的 队 伍 停 下 来，慢 慢 地 走 进 池 塘，直 到 只 能 看 到 头 顶 上 的 一 些 气 泡 和 涟 漪 
mno_id_2000|法 力 流 遍 你 的 全 身。魔 法 控 制 +1
mno_id_2001|你 感 觉 心 灵 纯 净，精 神 焕 发，但 没 有 其 他 变 化 
menu_id_457|一 名 年 迈 的 炼 金 术 士 找 上 你，声 称 能 以 合 理 的 价 格 提 供 一 瓶 强 化 体 能 的 药 水。你 要 听 听 他 怎 么 说 吗？
mno_id_2002|听 听 他 怎 么 说 
mno_id_2003|告 诉 他 你 没 有 时 间 
menu_id_458|他 声 称，这 些 药 水 能 永 久 强 化 你 的 体 魄，让 你 更 接 近 自 身 潜 能 的 极 限。他 提 供 3种 药 水 供 你 选 择。你 要 购 买 吗？
mno_id_2004|花 费 2000金 币 购 买 一 瓶 药 水，能 使 1项 技 能 提 升 1点
mno_id_2005|花 费 3000金 币 购 买 一 瓶 药 水，能 使 2项 技 能 各 提 升 1点
mno_id_2006|花 费 5000金 币 购 买 一 瓶 药 水，能 使 3项 技 能 各 提 升 1点
mno_id_2007|拒 绝 他，继 续 你 的 旅 程 
menu_id_459|药 水 的 力 量 在 数 秒 间 紧 紧 攫 住 你 的 心 神。那 感 觉 十 分 古 怪，令 你 不 确 定 自 己 是 否 喜 欢；但 你 的 确 感 受 到 了 它 的 好 处，甚 至 希 望 日 后 能 再 次 遇 见 那 名 商 人。
menu_id_460|你 注 意 到 路 旁 有 一 支 被 砸 毁 的 货 运 商 队。你 要 前 去 调 查 吗？
mno_id_2009|调 查 这 支 商 队。
mno_id_2010|不 理 会 商 队 残 骸，继 续 沿 路 前 行
menu_id_461|地 面 上 的 痕 迹 显 示 商 队 曾 遭 伏 击，却 看 不 到 任 何 守 卫 或 马 匹 的 尸 体。无 论 袭 击 者 是 谁，现 在 应 该 都 已 远 去。
menu_id_462|想 在 这 个 世 界 立 足，唯 有 不 断 磨 炼 本 领、追 求 卓 越。为 此，你 为 队 伍 中 的 每 个 人—— 包 括 自 己—— 安 排 了 一 场 艰 苦 的 训 练。
mno_id_2012|你 获 得 1个 技 能 点。
mno_id_2013|你 获 得 1个 属 性 点。
mno_id_2014|你 获 得 20个 熟 练 点。
menu_id_463|一 群 屠 夫 经 过 你 的 军 队，并 在 先 锋 队 中 看 到 了 高 崔 克。他 们 怀 着 敬 畏 之 心 上 前 拜 会，与 他 交 谈 许 久，各 自 讲 述 冒 险 经 历。
mno_id_2015|他 们 认 为，再 没 有 比 死 在 高 崔 克 身 旁 更 大 的 荣 耀，于 是 无 偿 加 入 你 的 军 队。获 得 5名 巨 人 屠 夫
mno_id_2016|不 过，他 们 看 你 很 不 顺 眼，很 快 便 继 续 上 路
menu_id_464|你 决 定 加 入 高 崔 克 的 日 常 训 练。他 看 出 你 有 些 吃 力，便 依 据 你 的 体 格 与 力 量，传 授 了 几 项 锻 炼 肌 肉 的 诀 窍。
mno_id_2017|你 无 法 拒 绝 一 位 大 师 的 指 点，于 是 热 切 地 接 受 训 练。力 量 +3
mno_id_2018|你 无 法 拒 绝 一 位 大 师 的 指 点，于 是 热 切 地 接 受 训 练。力 量 +1
mno_id_2019|你 无 法 拒 绝 一 位 大 师 的 指 点，于 是 热 切 地 接 受 训 练。力 量 +2
mno_id_2020|或 者 只 做 一 轮 简 短 训 练，勉 强 让 他 满 意。体 质 +1
menu_id_465|高 崔 克 今 天 心 情 糟 透 了。迟 迟 找 不 到 一 场 配 得 上 自 己 的 死 亡，令 他 怒 不 可 遏；任 何 细 微 冒 犯 或 烦 心 之 事，都 会 让 他 变 得 极 具 破 坏 性、充 满 攻 击 欲。全 军 上 下 都 绷 紧 了 神 经。
mno_id_2021|你 的 部 队 士 气 受 到 重 挫。
menu_id_466|高 崔 克 狂 怒 失 控 的 传 闻 越 来 越 多。听 见 一 阵 激 烈 骚 动 后，你 很 快 得 知：他 一 心 想 找 人 厮 杀，已 杀 死 了 你 麾 下 最 精 锐 的 士 兵 之 一。
mno_id_2022|你 前 去 查 看，只 见 一 名 {s2} 血 肉 模 糊 地 躺 在 地 上；至 于 他 的 头 颅 去 了 哪 里，谁 也 说 不 清
menu_id_467|菲 力 克 斯 从 家 中 收 到 一 批 古 老 文 物 与 家 传 遗 物，其 中 包 括 一 枚 能 赋 予 他 特 殊 力 量 的 护 身 符。此 后 一 整 天，他 的 心 情 都 十 分 愉 快。
mno_id_2023|从 今 往 后，每 场 战 斗 结 束 时，菲 力 克 斯 都 会 立 即 恢 复 全 部 生 命 值
menu_id_468|菲 力 克 斯 暂 时 搁 下 高 崔 克 的 传 记，转 而 为 你 写 了 一 篇 精 彩 报 道，并 交 给 当 地 信 使 商 行。商 行 将 这 份 新 闻 卷 轴 张 贴 在 各 城 镇 与 村 庄 的 广 场 上。
mno_id_2024|获 得 声 望 和 统 治 权。
menu_id_469|如 今 菲 力 克 斯 不 再 只 与 高 崔 克 两 人 穿 行 于 地 牢 和 山 谷，他 决 定 在 战 场 上 骑 马 作 战，并 买 下 一 匹 优 良 的 帝 国 纯 种 马。
mno_id_2025|他 利 用 训 练 时 间 提 高 了 自 己 的 骑 术 和 马 背 射 箭 技 巧。
menu_id_470|菲 力 克 斯 离 开 军 队 采 买 补 给 时，因 曾 参 与 帝 国 抗 税 骚 乱 而 被 一 支 帝 国 巡 逻 队 逮 捕。你 及 时 赶 上，在 他 们 动 身 前 将 巡 逻 队 团 团 围 住。^队 长 告 诉 你：支 付 2000金 币 便 可 撤 销 指 控，否 则 菲 力 克 斯 必 须 入 狱。你 也 可 以 用 武 力 救 下 他，但 这 会 损 害 你 的 名 誉，并 使 你 与 帝 国 为 敌。
mno_id_2026|支 付 2000金 币
